english,malayalam
"Let us recall the definition of a function.Suppose that to each element of a set A we assign a unique element of a set B; the collection of such assignments is called a function from A into B.The set A is called the domain of the function, and the set B is called the target set or codomain.","ഒരു ഫംഗ്ഷന്റെ നിർവചനം ഓർക്കുക.ഒരു സെറ്റിന്റെ ഓരോ ഘടകത്തിനും ഒരു സെറ്റ് ബിയുടെ സവിശേഷമായ ഒരു ഘടകത്തെ നമ്മൾ നിശ്ചയിക്കുന്നുവെന്ന് കരുതുക, അത്തരം അസൈൻമെന്റുകളുടെ ശേഖരത്തെ b-ലേക്ക് ഒരു ഫംഗ്ഷൻ എന്ന് വിളിക്കുന്നു.സെറ്റ് എ ഫംഗ്ഷന്റെ ഡൊമെയിൻ എന്ന് വിളിക്കുന്നു, സെറ്റ് ബി ലക്ഷ്യം സെറ്റ് അല്ലെങ്കിൽ കോഡമൈൻ എന്ന് വിളിക്കുന്നു ."
"| − 15| = 15, |7| = 7, | − 3.33| = 3.33, |4.44| = 4.44, | − 0.075| = 0.075.We note that |x| = | − x| and, for , |x| is positive.","പ്രതീഷ്|15| = 15 ,| 7| = 7| 33| = 3.33| 4.44| = 4.44| 0. 075 = 0.075. നമ്മൾ കുറിക്കുന്നു| = പിന്നെ , x| പോസിറ്റീവ് ."
Example 3.3,ഉദാഹരണം 3.3
3.A function defined by is,ഐ.എസ് .
• to define different types of functions,വിവിധ പ്രവർത്തനങ്ങൾ
"Let x be any real number.The integer value of x, written INT(x), converts x into an integer by deleting (truncating) the fractional part of the number.Thus","x ഒരു യഥാര്‍ത്ഥ നമ്പര്‍ ആകട്ടെ.xന്റെ ഇന്റിജർ മൂല്യം എഴുതപ്പെട്ട int ( x ) , x ( truncating ) എന്ന സംഖ്യയുടെ ഭാഗം നീക്കം ചെയ്യുന്നതിലൂടെ x ഒരു പൂർണ്ണസംഖ്യയായി മാറ്റുന്നു ."
"A school complex is a cluster of schools.It is a group of neighborhood schools, comprising a number of primary, upper primary, secondary schools and one or more senior secondary schools which function together in an integrated way as one educational unit.These are well-knit schools and they function as one cooperative group for raising the quality of education.The member schools plan their activities in such a way as to give help to and receive help from the sister institutions grouped together in one school complex.The teachers working in the senior and junior schools of the locality can join hands and work together to pool their ideas, efforts and resources for improving the quality of education.","സ്കൂൾ സമുച്ചയം ഒരു ക്ലസ്റ്റർ ആണ്.പ്രാഥമിക, അപ്പർ പ്രൈമറി, സെക്കൻഡറി സ്കൂളുകൾ, ഒന്നോ അതിലധികമോ സീനിയർ സെക്കൻഡറി സ്കൂളുകൾ എന്നിവ ഉൾപ്പെടുന്ന ഒരു കൂട്ടം അയൽ സ്കൂളുകളാണ് ഇത്.ഇവ വെൽകിറ്റ് സ്കൂളുകളാണ്, അവ വിദ്യാഭ്യാസ ഗുണനിലവാരം ഉയർത്തുന്നതിന് ഒരു സഹകരണ ഗ്രൂപ്പായി പ്രവർത്തിക്കുന്നു.ഒരു സ്‌കൂൾ കോംപ്ലക്‌സിൽ ചേർന്ന സഹോദരി സ്ഥാപനങ്ങളിൽനിന്നു സഹായം സ്വീകരിക്കാനും സഹായം സ്വീകരിക്കാനും സഹായിക്കുന്ന തരത്തിൽ അംഗങ്ങളായ സ്‌കൂളുകൾ തങ്ങളുടെ പ്രവർത്തനങ്ങൾ ആസൂത്രണം ചെയ്യുന്നു.പ്രദേശത്തെ സീനിയര്‍, ജൂനിയര്‍ സ്‌കൂളുകളില്‍ ജോലി ചെയ്യുന്ന അധ്യാപകര്‍ക്ക് കൈകോര്‍ത്ത് അവരുടെ ആശയങ്ങളും, ശ്രമങ്ങളും, വിഭവങ്ങളും, വിദ്യാഭ്യാസത്തിന്റെ ഗുണനിലവാരം മെച്ചപ്പെടുത്തുന്നതിനായി ഒന്നിച്ച് പ്രവര്‍ത്തിക്കാം ."
Acetone formula,അക്കെറ്റണ്‍ ഫോര്‍മുല
Chemical Formula,രാസ സൂത്രവാക്യം
"A) one-to-one, not onto B) onto, not one-to-one","a) ontoone, bയിലല്ല, bയിലേക്കാണ്"
"For example,","ഉദാഹരണത്തിന്,"
4.Permutations,4 പെരുമാറ്റം
Sl.No,എസ്. എസ്. എൽ. നമ്പർ
5 (A),5 ( എ )
"In order to write a chemical formula, it is important to know the symbol of the elements present in the compound,Following points should be kept in mind while writing a chemical formula.","ഒരു രാസ സൂത്രവാക്യം എഴുതാൻ, സംയുക്തത്തിലെ മൂലകങ്ങളുടെ പ്രതീകം, റാഡിക്കലുകളുടെ സൂത്രവാക്യം, ആ സംയുക്തത്തിലെ മൂലകങ്ങളുടെ ബലാങ്കം എന്നിവ അറിയേണ്ടത് പ്രധാനമാണ്.ഒരു രാസ സൂത്രവാക്യം എഴുതുമ്പോള്‍ താഴെ പറയുന്ന കാര്യങ്ങള്‍ ശ്രദ്ധിക്കണം ."
(g◦f )(a) ≡ g(f (a)),(ഗൈഡ്)
"{(a, s), (b, u), (c, r ), (d, s)}","(എ, എസ്), (ബി, യു, ആർ), (ഡി, എസ്)"
6.Find the inverse function of .,6 എണ്ണം.വിപരീത പ്രവർത്തനം കണ്ടെത്തുക .
(2) f :R → R is an onto function if each horizontal line intersects the graph of f at one or more points.,(2) എഫ് : ഓരോ തിരശ്ചീന വരിയും ഒന്നോ അതിലധികമോ പോയിന്റുകളിൽ എഫ് ഗ്രാഫിനെ പരസ്പരം ബന്ധിപ്പിച്ചാൽ ആർ പ്രവർത്തിക്കും .
(c),(സി)
“School complex programmes are taken up to make the maximum use of the human and material resources”.,മനുഷ്യ വിഭവങ്ങളും ഭൗതിക വിഭവങ്ങളും പരമാവധി ഉപയോഗപ്പെടുത്തുന്നതിന് സ്കൂൾ കോംപ്ലക്സ് പദ്ധതികൾ നടപ്പിലാക്കുന്നു .
Answers,ഉത്തരങ്ങൾ
"If x itself is an integer, then otherwise","x സ്വയം ഒരു പൂർണ്ണസംഖ്യയാണെങ്കിൽ, അല്ലാത്തപക്ഷം"
"Furthermore, for any base b, we have and; hence","കൂടാതെ, ഏത് ബേസ് ബിക്കും നമുക്കുണ്ട്, അതിനാൽ"
"If f : A → B is one-to-one and onto, then f is called a one-to-one correspondence between A and B.This terminology comes from the fact that each element of A will then correspond to a unique element of B and vice versa.",f : ontoone ഉം ontoone ഉം ആണെങ്കിൽ f ഉം a യും b യും തമ്മിലുള്ള ഒരു കറസ്പോണ്ടൻസ് എന്ന് വിളിക്കുന്നു.ഒരു ഇച്ഛാശക്തിയുടെ ഓരോ ഘടകവും b യുടെയും മറുഭാഗത്തിന്റെയും സവിശേഷമായ ഘടകവുമായി യോജിക്കുന്നു എന്ന വസ്തുതയിൽ നിന്നാണ് ഈ പദാവലി വരുന്നത് .
Example 2.1,ഉദാഹരണം 2.1
f (x) = x2 or x→x2 or y = x2,f ( x ) = x2 അല്ലെങ്കില്‍ x2 അല്ലെങ്കില്‍ y = x2
Exercises,വ്യായാമങ്ങൾ
GEOMETRICAL CHARACTERIZATION OF ONE-TO-ONE AND ONTO FUNCTIONS,വൺടോണിന്റെയും പ്രവർത്തനങ്ങളുടെയും ജ്യാമിതീയ സവിശേഷത
Consider any function f : A → B. Then,ഫങ്ഷന്‍ f : a by .
(a) Let f : A → B be the function defined in Example 1.1 (b).Then the graph of f is as follows:,( എ ) എഫ്‌ .
(b),(ബി)
"are permutations in S6, and there are 6!= 720 of them.Sometimes, we only write the second line of the permutation, that is, we denote the above permutations by writing σ = 462513 and τ = 643125.","s6 ലെ തകരാറുകൾ, 6 ഉണ്ട്! അവയിൽ 720 എണ്ണം.ചിലപ്പോഴൊക്കെ, നമ്മൾ പെർമ്യൂട്ടേഷന്റെ രണ്ടാമത്തെ വരി മാത്രമേ എഴുതുന്നുള്ളൂ, അതായത്, 462513 എന്ന കൃതിയിലെ തകരാറുകൾ സൂചിപ്പിക്കുന്നു : 643125 ."
k(mod M),കെ ( എം .
Phosphate,ഫോസ്ഫേറ്റ്
How to write Chemical Formula,എങ്ങനെ രാസസൂത്രണം എഴുതാൻ
"MATHEMATICAL FUNCTIONS, EXPONENTIAL AND LOGARITHMIC FUNCTIONS","ഗണിത ഫംഗ്ഷനുകൾ, എക്സ്പോണൻഷ്യൽ, ലോഗരിഥിമിക് ഫംഗ്ഷനുകൾ"
A) x B) C)) D) none of these,(എ) x ബി) സി) ഡി ഒന്നും
"◦ Most of the compounds are binary compounds, i.e. they have two elements.Compounds with more than two elements are also known",അധികം കോമ്പൗണ്ടുകളും ബൈനറി അഥവാ രണ്ട് ഘടകങ്ങളുള്ളവയാണ്.രണ്ടിലധികം മൂലകങ്ങളടങ്ങിയ സംയുക്തങ്ങളും ഉണ്ട് .
A) R B) R-{-1} C) R-{1} D) R-{2},ആർ ബി ) ആർ { 1 } സി ആർ { 1 } ഡി ആർ { 2 }
Observe that INT(x) =or INT(x) = according to whether x is positive or negative,x പോസിറ്റീവ് ആണോ നെഗറ്റീവ് ആണോ എന്ന് നിരീക്ഷിക്കുക
4.The range of the function is,"4, ഫങ്ഷന്റെ പരിധി"
◦ Anions having -1 negative charge usually have a suffix as –ide.For example: F– – Floride,-1 നെഗറ്റീവ് ചാർജുള്ള ആനയോണുകൾക്ക് പേരിന്റെ അവസാനം -ഐഡ് എന്ന് ചേർക്കുന്നു.ഉദാ: F-- ഫ്ളൂറൈഡ്
"f (a) = s, f (b) = u, f (c) = r, f (d) = s","എഫ് (എ) = s, f (b) = u, f (c) = r, f (d) = s"
"There are several chemical formulae, however, here is a list of most important Chemical Formulas in chemistry.","എന്നിരുന്നാലും, രസതന്ത്രത്തിലെ ഏറ്റവും പ്രധാനപ്പെട്ട രാസസൂത്രങ്ങളുടെ പട്ടിക ഇവിടെയുണ്ട് ."
