english,malayalam
"Will my participating in this study, my personal details will be kept confidentially?","ഞാൻ ഈ പഠനത്തിൽ പങ്കെടുക്കുമ്പോൾ, എന്‍റെ വ്യക്തി വിവരങ്ങൾ രഹസ്യമായി സൂക്ഷിക്കുമോ?"
Subject’s Name: _________________________________________,സബ്‍ജക്റ്റിന്‍റെ പേര്: _________________________________________
Cell phone:,സെൽ ഫോൺ:
9. … gets nervous easily,9. … എളുപ്പത്തിൽ പരിഭ്രാന്തരാകുന്ന
8) Will I benefit from the study?,8) പഠനത്തിൽ നിന്ന് എനിക്ക് എന്തെങ്കിലും പ്രയോജനം ലഭിക്കുമോ?
(v) I agree to take part in the above study. [ ],(v) മേൽപ്പറഞ്ഞ പഠനത്തിൽ പങ്കെടുക്കാൻ ഞാൻ സമ്മതിക്കുന്നു. [ ]
consent form for photography and video recording,"ഫോട്ടോഗ്രഫി, വീഡിയോ റെക്കോർഡിംഗ് എന്നിവയ്ക്കുള്ള സമ്മതപത്രം"
I can understand you feel...,നിങ്ങളുടെ തോന്നലുകള്‍ എനിക്ക് മനസിലാക്കാൻ കഴിയും ...
(v) I agree to take part in the above study.,(v) മേൽപ്പറഞ്ഞ പഠനത്തിൽ പങ്കെടുക്കാൻ ഞാൻ സമ്മതിക്കുന്നു.
Name of the Signatory: ________,ഒപ്പിട്ടയാളുടെ പേര്: ________
• Additional signs and symptoms by body systems,• ശരീര വ്യവസ്ഥകൾ മുഖേനയുള്ള അധിക അടയാളങ്ങളും ലക്ഷണങ്ങളും
Analyzing the Impact of Preprocedural Video Demonstration for Patients Undergoing Epidural Analgesia.,എപ്പിഡ്യൂറൽ അനസ്‌തേഷ്യയ്ക്ക് വിധേയരായ രോഗികൾക്ക് പ്രീപ്രോസീജറൽ വീഡിയോ ഡെമോൺസ്‌ട്രേഷൻ്റെ സ്വാധീനം വിശകലനം ചെയ്യുന്നു.
"In giving peripheral blood sample, you are at risk for the following","പെരിഫറൽ രക്ത സാമ്പിൾ നൽകുമ്പോൾ, നിങ്ങൾക്ക് താഴെപ്പറയുന്ന അപകടസാധ്യതയുണ്ട്"
- Syphilis,- സിഫിലിസ്
Variable,വ്യതിയാനം
I understand that stem cell lines may be used for commercial purposes.,സ്റ്റെം സെൽ ലൈനുകൾ വാണിജ്യ ആവശ്യങ്ങൾക്കായി ഉപയോഗിച്ചേക്കുമെന്ന് ഞാൻ മനസ്സിലാക്കുന്നു.
Subject’s Initials: __________________ Subject’s Name: _________________________________________,രോഗിയുടെ( പങ്കെടുക്കുന്ന ആളുടെ) ഇനിഷ്യൽ: __________________ രോഗിയുടെ( പങ്കെടുക്കുന്ന ആളുടെ) പേര്: __________________________________________
"4. Stopped working because of present illness. Rate 4 if patient engages in no activities except routine chores, or if patient fails to perform routine chores unassisted.",4. ഇപ്പോഴത്തെ അസുഖം കാരണം ജോലി നിർത്തി. രോഗി പതിവ് ജോലികൾ ഒഴികെയുള്ള പ്രവർത്തനങ്ങളിൽ ഏർപ്പെടുന്നില്ലെങ്കിലോ അല്ലെങ്കിൽ സഹായമില്ലാതെ പതിവ് ജോലികൾ ചെയ്യാൻ രോഗി പരാജയപ്പെടുകയോ ചെയ്താൽ 4 ആയി റേറ്റ് ചെയ്യുക.
Donor re-contact,ദാതാക്കളെ വീണ്ടും ബന്ധപ്പെടണം
Are there any benefits to taking part in this study?,ഈ പഠനത്തിൽ പങ്കെടുക്കുന്നതിലൂടെ എന്തെങ്കിലും നേട്ടങ്ങളുണ്ടോ?
Date of Birth / Age: ___________________________,ജനനത്തീയതി / പ്രായം: ___________________________
PATIENT CONSENT SHEET,രോഗിയുടെ സമ്മതപത്രം
4. Side effects,4. പാർശ്വഫലങ്ങൾ
"Neuroticism: 4R, 9","ന്യൂറോട്ടിസിസം: 4R, 9"
(v) I agree to take part in the above study. [ ],(v) മുകളിൽ പറഞ്ഞ പഠനത്തിൽ പങ്കെടുക്കാൻ ഞാൻ സമ്മതിക്കുന്നു.
12. I consume less when I have to pay for every drink.,12. മദ്യത്തിന് പണം നൽകേണ്ടിവരുമ്പോൾ ഞാൻ കുറച്ച് മാത്രമേ കഴിക്കൂ.
"gastro-intestinal – dry mouth, wind, indigestion, diarrhea, cramps, belching","ഗ്യാസ്ട്രോ-ഇന്റസ്റ്റൈനൽ - വരണ്ട വായ, കാറ്റ്, ദഹനക്കേട്, വയറിളക്കം, മലബന്ധം, ബെൽച്ചിംഗ്"
Sometimes adults get worried when they read the news or see me on TV.,"എന്നെപ്പറ്റിയുള്ള വാര്‍ത്തകള്‍ വായിക്കുമ്പോഴോ, എന്നെ ടിവിയില്‍ കാണുമ്പോഴോ മുതിര്‍ന്ന ആളുകള്‍ ആകുല ചിത്തരാകും."
Ph Number:,പിഎച്ച് നമ്പർ:
"◦ sign the consent form, a copy will be given to you to keep as record.","◦ കൺസെന്റ് ഫോമിൽ ഒപ്പിടുക, റെക്കോർഡായി സൂക്ഷിക്കാൻ നിങ്ങൾക്ക് ഒരു കോപ്പി നൽകും."
d. The details of the process has been made clear to me in my mother tongue ___ by ___,d. പ്രക്രിയയുടെ വിശദാംശങ്ങൾ എന്റെ മാതൃഭാഷയിൽ ___ ___ വ്യക്തമാക്കി
Study participation involves collection of blood specimen which is routinely done as a part of pre transplant workup. Venepuncture site injury is routinely not seen as blood will be collected by a trained phlebotomist using standard operating procedures thereby no potential risks.,പ്രീ ട്രാസ്പ്ളാന്റ്ന്റെ ഭാഗമായുള്ള പരിപൂർണ്ണ പരിശോധനയിൽ ക്ര്യത്യമായ ഇടവേളകളിൽ രക്തപരിശോധന നടത്തുന്നത് പഠനത്തിന്റെ ഭാഗമാണ് .പരിശീലനം ലഭിച്ച ഫ്ളെബോടോമിസ്റ്റ് സ്റ്റാൻഡേർഡ് ഓപ്പറേറ്റിംഗ് നടപടിക്രമങ്ങൾ ഉപയോഗിച്ച് രക്തം ശേഖരിക്കുന്നതിനാൽ വെനിപങ്ചർ സൈറ്റിന്റെ പരിക്ക് സാധാരണയായി കാണാറില്ല.
- Get adequate rest.,- ആവശ്യത്തിന് വിശ്രമം എടുക്കുക.(??)
You will not receive any payments for taking part in this study.,ഈ പഠനത്തിൽ പങ്കെടുക്കുന്നതിന് നിങ്ങൾക്ക് പ്രതിഫലമൊന്നും ലഭിക്കുകയില്ല.
(i) I confirm that I have read and understood the information sheet dated ____________ for the above study and have had the opportunity to ask questions. [ ],(i) മേൽപ്പറഞ്ഞ പഠനത്തിനായി ____________ തീയതിയിലുള്ള ഇന്‍ഫോര്‍മേഷന്‍ ഷീറ്റ് ഞാൻ വായിക്കുകയും മനസ്സിലാക്കുകയും ചെയ്തിട്ടുണ്ടെന്നും ചോദ്യങ്ങൾ ചോദിക്കാനുള്ള അവസരം ലഭിച്ചുവെന്നും ഞാൻ സ്ഥിരീകരിക്കുന്നു. [ ]
‐ may not increase the risk of worsening kidney function or bone fracture and probably do not increase the risk of low blood sugar;,"‐ വൃക്കകളുടെ പ്രവർത്തനം വഷളാക്കുകയോ അസ്ഥി ഒടിവുകൾ ഉണ്ടാകുകയോ ചെയ്യാനുള്ള സാധ്യത വർധിപ്പിച്ചേക്കില്ല, ഒരുപക്ഷേ രക്തത്തിലെ പഞ്ചസാരയുടെ അളവ് കുറയാനുള്ള സാധ്യത വർദ്ധിപ്പിക്കരുത്;"
